OG0009387	Solyc02g072220.1.1	ANN12451-RA
OG0009388	Solyc02g072230.3.1	ANN12450-RA
OG0009389	Solyc02g072240.3.1	ANN12449-RA
OG0009390	Solyc02g072260.4.1	ANN12448-RA
OG0009391	Solyc02g072270.3.1	ANN12447-RA
OG0009392	Solyc02g072310.3.1	ANN12441-RA
OG0009393	Solyc02g072400.1.1	ANN12436-RA
OG0009394	Solyc02g072410.1.1, Solyc02g072427.1.1	ANN12434-RA
OG0009395	Solyc02g072470.4.1	ANN12428-RA
OG0009396	Solyc02g072500.3.1	ANN12426-RA
OG0009397	Solyc02g072520.3.1	ANN12424-RA
OG0009398	Solyc02g072530.3.1	ANN12423-RA
OG0009399	Solyc02g072540.3.1	ANN12421-RA
OG0009400	Solyc02g073570.1.1	ANN39212-RA
OG0009401	Solyc02g076660.3.1	ANN12417-RA
OG0009402	Solyc02g076670.3.1	ANN12416-RA
OG0009403	Solyc02g076680.3.1	ANN12415-RA
OG0009405	Solyc02g076780.3.1	ANN12409-RA
OG0009406	Solyc02g076810.4.1	ANN12407-RA
OG0009407	Solyc02g076880.4.1	ANN12404-RA
OG0009408	Solyc02g076900.4.1	ANN12401-RA
OG0009409	Solyc02g076910.3.1	ANN12400-RA
OG0009410	Solyc02g076920.3.1	ANN12399-RA
OG0009411	Solyc02g076930.2.1	ANN12398-RA
OG0009412	Solyc02g076940.2.1	ANN12397-RA
OG0009413	Solyc02g076980.5.1.1	ANN12394-RA
OG0009414	Solyc02g077050.3.1	ANN12384-RA
OG0009415	Solyc02g077090.4.1	ANN12383-RA
OG0009416	Solyc02g077100.3.1	ANN39608-RA
OG0009417	Solyc02g077160.3.1	ANN12380-RA
OG0009418	Solyc02g077170.3.1	ANN12379-RA
OG0009419	Solyc02g077210.1.1	ANN12376-RA
OG0009420	Solyc02g077220.3.1	ANN12375-RA
OG0009421	Solyc02g077230.3.1	ANN12374-RA
OG0009422	Solyc02g077260.3.1	ANN12371-RA
OG0009423	Solyc02g077290.2.1	ANN12368-RA
OG0009424	Solyc02g077300.2.1	ANN12367-RA
OG0009425	Solyc02g077320.4.1	ANN12366-RA
OG0009426	Solyc02g077380.2.1	ANN12364-RA
OG0009427	Solyc02g077450.3.1	ANN12356-RA
OG0009428	Solyc02g077470.4.1	ANN12354-RA
OG0009429	Solyc02g077570.3.1	ANN12346-RA
OG0009430	Solyc02g077610.3.1	ANN12343-RA
OG0009431	Solyc02g077630.3.1	ANN12342-RA
OG0009432	Solyc02g077650.2.1	ANN12341-RA
OG0009433	Solyc02g077660.3.1	ANN12340-RA
OG0009434	Solyc02g077670.3.1	ANN12339-RA
OG0009435	Solyc02g077680.4.1	ANN12338-RA
OG0009436	Solyc02g077690.4.1	ANN12337-RA
OG0009437	Solyc02g077720.4.1	ANN12336-RA
OG0009438	Solyc02g077740.3.1	ANN12335-RA
OG0009439	Solyc02g077750.4.1	ANN12334-RA
OG0009440	Solyc02g077780.3.1	ANN12333-RA
OG0009442	Solyc02g077820.1.1	ANN40181-RA
OG0009443	Solyc02g077850.3.1	ANN12332-RA
OG0009444	Solyc02g077880.3.1	ANN12331-RA
OG0009445	Solyc02g077890.4.1	ANN12330-RA
OG0009446	Solyc02g077920.4.1	ANN12327-RA
OG0009447	Solyc02g077950.3.1	ANN12326-RA
OG0009448	Solyc02g077970.4.1	ANN12325-RA
OG0009449	Solyc02g077990.3.1	ANN12323-RA
OG0009450	Solyc02g078010.4.1	ANN12322-RA
OG0009451	Solyc02g078020.3.1	ANN12321-RA
OG0009452	Solyc02g078040.3.1	ANN12320-RA
OG0009453	Solyc02g078080.1.1	ANN12318-RA
OG0009454	Solyc02g078090.1.1	ANN12317-RA
OG0009455	Solyc02g078100.3.1	ANN12316-RA
OG0009456	Solyc02g078130.3.1	ANN12315-RA
OG0009457	Solyc02g078140.3.1	ANN12314-RA
OG0009458	Solyc02g078190.3.1	ANN12307-RA
OG0009459	Solyc02g078200.4.1	ANN12306-RA
OG0009460	Solyc02g078210.3.1	ANN12305-RA
OG0009461	Solyc02g078230.2.1	ANN12303-RA
OG0009462	Solyc02g078270.3.1	ANN12299-RA
OG0009463	Solyc02g078290.4.1	ANN12298-RA
OG0009464	Solyc02g078320.3.1	ANN12296-RA
OG0009465	Solyc02g078330.3.1	ANN12295-RA
OG0009466	Solyc02g078340.4.1	ANN12294-RA
OG0009467	Solyc02g078360.4.1	ANN12292-RA
OG0009468	Solyc02g078380.3.1	ANN12291-RA
OG0009469	Solyc02g078430.3.1	ANN12289-RA
OG0009470	Solyc02g078440.3.1	ANN12288-RA
OG0009471	Solyc02g078450.3.1	ANN12287-RA
OG0009472	Solyc02g078470.4.1	ANN12285-RA
OG0009473	Solyc02g078480.3.1	ANN12284-RA
OG0009474	Solyc02g078510.4.1	ANN12278-RA
OG0009475	Solyc02g078520.4.1	ANN12277-RA
OG0009476	Solyc02g078530.3.1	ANN12275-RA
OG0009477	Solyc02g078550.3.1	ANN12273-RA
OG0009478	Solyc02g078600.3.1	ANN12271-RA
OG0009479	Solyc02g078630.2.1	ANN12269-RA
OG0009480	Solyc02g078650.4.1	ANN12268-RA
OG0009481	Solyc02g078660.4.1	ANN12267-RA
OG0009482	Solyc02g078720.4.1	ANN12263-RA
OG0009483	Solyc02g078750.3.1	ANN12262-RA
OG0009484	Solyc02g078790.4.1	ANN12260-RA
OG0009485	Solyc02g078800.4.1	ANN12259-RA
OG0009486	Solyc02g078810.4.1	ANN12258-RA
OG0009487	Solyc02g078820.3.1	ANN12257-RA
OG0009488	Solyc02g078830.4.1	ANN12256-RA
OG0009489	Solyc02g078860.3.1	ANN12253-RA
OG0009490	Solyc02g078880.4.1	ANN12251-RA
OG0009491	Solyc02g078890.1.1	ANN12250-RA
OG0009492	Solyc02g078900.3.1	ANN12249-RA
OG0009493	Solyc02g078910.3.1	ANN12248-RA
OG0009494	Solyc02g078920.4.1	ANN12247-RA
OG0009495	Solyc02g078950.4.1	ANN12245-RA
OG0009496	Solyc02g078960.4.1	ANN12244-RA
OG0009497	Solyc02g078970.4.1	ANN19778-RA
OG0009498	Solyc02g079000.4.1	ANN12240-RA
OG0009499	Solyc02g079010.4.1	ANN12239-RA
OG0009500	Solyc02g079030.3.1	ANN12237-RA
OG0009501	Solyc02g079050.3.1	ANN12235-RA
OG0009502	Solyc02g079080.2.1	ANN12233-RA
OG0009503	Solyc02g079110.3.1	ANN12232-RA
OG0009504	Solyc02g079120.1.1	ANN12231-RA, ANN12224-RA
OG0009505	Solyc02g079130.3.1	ANN12229-RA
OG0009506	Solyc02g079140.2.1	ANN12228-RA
OG0009507	Solyc02g079150.2.1	ANN12227-RA
OG0009508	Solyc02g079170.3.1	ANN12226-RA
OG0009509	Solyc02g079180.1.1	ANN12225-RA
OG0009510	Solyc02g079190.3.1	ANN12223-RA
OG0009511	Solyc02g079210.3.1	ANN12222-RA
OG0009512	Solyc02g079230.3.1	ANN12221-RA
OG0009513	Solyc02g079260.2.1	ANN12220-RA
OG0009514	Solyc02g079270.4.1	ANN12219-RA
OG0009515	Solyc02g079280.3.1	ANN12218-RA
OG0009516	Solyc02g079380.2.1	ANN12215-RA
OG0009517	Solyc02g079390.4.1	ANN12214-RA
OG0009518	Solyc02g079400.3.1	ANN12213-RA
OG0009519	Solyc02g079480.1.1	ANN38006-RA
OG0009520	Solyc02g079490.3.1	ANN12210-RA
OG0009521	Solyc02g079640.3.1	ANN38175-RA
OG0009523	Solyc02g079710.4.1	ANN38747-RA
OG0009524	Solyc02g079720.1.1	ANN38746-RA
OG0009525	Solyc02g079730.4.1	ANN12204-RA
OG0009526	Solyc02g079760.3.1	ANN12202-RA
OG0009527	Solyc02g079770.3.1	ANN12201-RA
OG0009529	Solyc02g079810.3.1	ANN12200-RA
OG0009530	Solyc02g079860.1.1	ANN12199-RA
OG0009531	Solyc02g079870.4.1	ANN12198-RA
OG0009532	Solyc02g079920.3.1	ANN12195-RA
OG0009533	Solyc02g079930.3.1	ANN12194-RA
OG0009534	Solyc02g079940.3.1	ANN12193-RA
OG0009535	Solyc02g079950.3.1	ANN12192-RA
OG0009536	Solyc02g079960.3.1	ANN12191-RA
OG0009537	Solyc02g079970.4.1	ANN12190-RA
OG0009538	Solyc02g080100.1.1	ANN04857-RA
OG0009539	Solyc02g080240.2.1	ANN12183-RA
OG0009540	Solyc02g080320.4.1	ANN12181-RA
OG0009541	Solyc02g080340.3.1	ANN12180-RA
OG0009542	Solyc02g080380.4.1	ANN12178-RA
OG0009543	Solyc02g080390.2.1	ANN12176-RA
OG0009544	Solyc02g080410.3.1	ANN12175-RA
OG0009545	Solyc02g080430.3.1	ANN12171-RA
OG0009546	Solyc02g080470.3.1	ANN12169-RA
OG0009547	Solyc02g080480.3.1	ANN12168-RA
OG0009548	Solyc02g080500.3.1	ANN12166-RA
OG0009549	Solyc02g080520.4.1	ANN12165-RA
OG0009550	Solyc02g080550.1.1	ANN12163-RA
OG0009551	Solyc02g080560.1.1	ANN12162-RA
OG0009552	Solyc02g080570.3.1	ANN12161-RA
OG0009553	Solyc02g080610.4.1	ANN12159-RA
OG0009554	Solyc02g080650.3.1	ANN12157-RA
OG0009555	Solyc02g080660.3.1	ANN12156-RA
OG0009556	Solyc02g080780.3.1	ANN12153-RA
OG0009557	Solyc02g080900.3.1	ANN12145-RA
OG0009558	Solyc02g080950.3.1	ANN12141-RA
OG0009559	Solyc02g080990.2.1	ANN12138-RA
OG0009560	Solyc02g081060.4.1	ANN12134-RA
OG0009561	Solyc02g081070.4.1	ANN12133-RA
OG0009562	Solyc02g081080.3.1	ANN12132-RA
OG0009563	Solyc02g081120.4.1	ANN12131-RA
OG0009564	Solyc02g081140.3.1	ANN12130-RA
OG0009565	Solyc02g081150.1.1	ANN12129-RA
OG0009566	Solyc02g081240.1.1	ANN12123-RA
OG0009567	Solyc02g081250.3.1	ANN12121-RA
OG0009568	Solyc02g081300.3.1	ANN12119-RA
OG0009569	Solyc02g081310.3.1	ANN12118-RA
OG0009570	Solyc02g081320.4.1	ANN12117-RA
OG0009571	Solyc02g081330.4.1	ANN12116-RA
OG0009572	Solyc02g081340.3.1	ANN12115-RA
OG0009573	Solyc02g081400.3.1	ANN12110-RA
OG0009574	Solyc02g081410.3.1	ANN12108-RA
OG0009575	Solyc02g081420.3.1	ANN12107-RA
OG0009576	Solyc02g081440.4.1	ANN12106-RA
OG0009577	Solyc02g081460.4.1	ANN12105-RA
OG0009578	Solyc02g081530.1.1	ANN12101-RA
OG0009579	Solyc02g081540.2.1	ANN12100-RA
OG0009580	Solyc02g081550.3.1	ANN12099-RA
OG0009581	Solyc02g081580.3.1	ANN12095-RA
OG0009582	Solyc02g081590.3.1	ANN12094-RA
OG0009583	Solyc02g081600.4.1	ANN12093-RA
OG0009584	Solyc02g081610.3.1	ANN12092-RA
OG0009585	Solyc02g081660.3.1	ANN12087-RA
OG0009586	Solyc02g081670.1.1	ANN12086-RA
OG0009587	Solyc02g081680.4.1	ANN12085-RA
OG0009588	Solyc02g081780.3.1	ANN12083-RA
OG0009589	Solyc02g081800.1.1	ANN12081-RA
OG0009590	Solyc02g081810.4.1	ANN12080-RA
OG0009593	Solyc02g081860.3.1	ANN12077-RA
OG0009594	Solyc02g081890.4.1	ANN12073-RA
OG0009595	Solyc02g081900.4.1	ANN12072-RA
OG0009596	Solyc02g081940.3.1	ANN12069-RA
OG0009597	Solyc02g081970.4.1	ANN12068-RA
OG0009598	Solyc02g081980.3.1	ANN12067-RA
OG0009599	Solyc02g081990.3.1	ANN12066-RA
OG0009600	Solyc02g082010.3.1	ANN12065-RA
OG0009601	Solyc02g082020.3.1	ANN12064-RA
OG0009602	Solyc02g082030.3.1	ANN12063-RA
OG0009603	Solyc02g082070.4.1	ANN12061-RA
OG0009604	Solyc02g082080.1.1	ANN12060-RA
OG0009605	Solyc02g082100.4.1	ANN12058-RA
OG0009606	Solyc02g082110.4.1	ANN12057-RA
OG0009607	Solyc02g082120.3.1	ANN12056-RA
OG0009608	Solyc02g082130.2.1	ANN12054-RA
OG0009609	Solyc02g082140.3.1	ANN12053-RA
OG0009610	Solyc02g082160.2.1	ANN12052-RA
OG0009611	Solyc02g082170.3.1	ANN12051-RA
OG0009612	Solyc02g082180.3.1	ANN12050-RA
OG0009613	Solyc02g082200.4.1	ANN12047-RA
OG0009614	Solyc02g082220.3.1	ANN12045-RA
OG0009615	Solyc02g082250.4.1	ANN12043-RA
OG0009616	Solyc02g082270.3.1	ANN12038-RA
OG0009617	Solyc02g082280.3.1	ANN12037-RA
OG0009619	Solyc02g082310.2.1	ANN12034-RA
OG0009620	Solyc02g082350.3.1	ANN12029-RA
OG0009622	Solyc02g082400.4.1	ANN12027-RA
OG0009623	Solyc02g082420.3.1	ANN12025-RA
OG0009624	Solyc02g082450.3.1	ANN12017-RA
OG0009625	Solyc02g082460.3.1	ANN12016-RA
OG0009626	Solyc02g082470.4.1	ANN12015-RA
OG0009627	Solyc02g082490.4.1	ANN12013-RA
OG0009628	Solyc02g082500.1.1	ANN12011-RA
OG0009629	Solyc02g082540.4.1	ANN12009-RA
OG0009630	Solyc02g082670.3.1	ANN11995-RA
OG0009631	Solyc02g082680.4.1	ANN11994-RA
OG0009632	Solyc02g082700.3.1	ANN11992-RA
OG0009633	Solyc02g082720.4.1	ANN11991-RA
OG0009634	Solyc02g082725.1.1	ANN11990-RA
OG0009635	Solyc02g082730.3.1	ANN11988-RA
OG0009636	Solyc02g082740.1.1	ANN11987-RA
OG0009637	Solyc02g082780.1.1	ANN39426-RA
OG0009638	Solyc02g082790.2.1	ANN39787-RA
OG0009639	Solyc02g082810.3.1	ANN11980-RA
OG0009640	Solyc02g082820.3.1	ANN11979-RA
OG0009641	Solyc02g082830.3.1	ANN11978-RA
OG0009642	Solyc02g082840.3.1	ANN11976-RA
OG0009643	Solyc02g082850.3.1	ANN11975-RA
OG0009644	Solyc02g082860.3.1	ANN11974-RA
OG0009645	Solyc02g082880.2.1	ANN11973-RA
OG0009646	Solyc02g082900.3.1	ANN11972-RA
OG0009647	Solyc02g082910.4.1	ANN11971-RA
OG0009648	Solyc02g082920.4.1	ANN11970-RA
OG0009649	Solyc02g082930.3.1	ANN11969-RA
OG0009650	Solyc02g083120.3.1	ANN11960-RA
OG0009651	Solyc02g083130.4.1	ANN11959-RA
OG0009652	Solyc02g083140.3.1	ANN11958-RA
OG0009653	Solyc02g083150.3.1	ANN11957-RA
OG0009654	Solyc02g083160.3.1	ANN11956-RA
OG0009655	Solyc02g083190.2.1	ANN11953-RA
OG0009656	Solyc02g083250.3.1	ANN11952-RA
OG0009657	Solyc02g083260.3.1	ANN11951-RA
OG0009658	Solyc02g083270.4.1	ANN11950-RA
OG0009659	Solyc02g083280.4.1	ANN11949-RA
OG0009661	Solyc02g083290.4.1	ANN11948-RA
OG0009662	Solyc02g083430.1.1	ANN11936-RA
OG0009663	Solyc02g083460.3.1	ANN11935-RA
OG0009664	Solyc02g083470.3.1	ANN11934-RA
OG0009665	Solyc02g083520.2.1	ANN11930-RA
OG0009666	Solyc02g083540.3.1	ANN11929-RA
OG0009667	Solyc02g083590.3.1	ANN11924-RA
OG0009668	Solyc02g083610.4.1	ANN11922-RA
OG0009669	Solyc02g083650.3.1	ANN11920-RA
OG0009670	Solyc02g083690.2.1	ANN11918-RA
OG0009671	Solyc02g083700.4.1	ANN11917-RA
OG0009673	Solyc02g083720.4.1	ANN11915-RA
OG0009674	Solyc02g083730.4.1	ANN11914-RA
OG0009675	Solyc02g083750.1.1	ANN11912-RA
OG0009676	Solyc02g083760.4.1	ANN11910-RA
OG0009678	Solyc02g083780.3.1	ANN11908-RA
OG0009679	Solyc02g083790.4.1	ANN11906-RA
OG0009680	Solyc02g083800.4.1	ANN11905-RA
OG0009681	Solyc02g083820.1.1	ANN11903-RA
OG0009682	Solyc02g083830.2.1	ANN11902-RA
OG0009683	Solyc02g083835.1.1	ANN11901-RA
OG0009684	Solyc02g083860.3.1	ANN11899-RA
OG0009685	Solyc02g083870.3.1	ANN11898-RA
OG0009686	Solyc02g083880.3.1	ANN11897-RA
OG0009687	Solyc02g083890.4.1	ANN11896-RA
OG0009688	Solyc02g083950.3.1	ANN11894-RA
OG0009689	Solyc02g083990.3.1	ANN11892-RA
OG0009690	Solyc02g084030.3.1	ANN11890-RA
OG0009691	Solyc02g084080.1.1, Solyc02g084113.1.1	ANN11886-RA
OG0009693	Solyc02g084200.3.1	ANN11872-RA
OG0009694	Solyc02g084220.3.1	ANN11870-RA
OG0009695	Solyc02g084240.3.1	ANN11868-RA
OG0009696	Solyc02g084340.3.1	ANN11859-RA
OG0009697	Solyc02g084350.3.1	ANN11858-RA
OG0009698	Solyc02g084370.2.1	ANN11855-RA
OG0009699	Solyc02g084390.3.1	ANN11853-RA
OG0009700	Solyc02g084400.4.1	ANN11852-RA
OG0009701	Solyc02g084410.3.1	ANN11851-RA
OG0009702	Solyc02g084450.4.1	ANN11848-RA
OG0009703	Solyc02g075620.4.1	ANN11846-RA
OG0009704	Solyc02g075630.3.1	ANN11845-RA
OG0009705	Solyc02g084520.3.1	ANN11844-RA
OG0009706	Solyc02g084550.3.1	ANN11843-RA
OG0009707	Solyc02g084560.4.1	ANN11842-RA
OG0009708	Solyc02g084570.4.1	ANN11841-RA
OG0009709	Solyc02g084590.4.1	ANN11840-RA
OG0009710	Solyc02g084620.3.1	ANN11837-RA
OG0009711	Solyc02g084630.3.1	ANN11836-RA
OG0009712	Solyc02g084640.4.1	ANN11835-RA
OG0009713	Solyc02g084650.3.1	ANN11834-RA
OG0009714	Solyc02g084670.4.1	ANN11833-RA
OG0009715	Solyc02g084680.3.1	ANN11832-RA
OG0009716	Solyc02g084690.3.1	ANN11831-RA
OG0009717	Solyc02g084700.3.1	ANN11830-RA
OG0009718	Solyc02g084710.3.1	ANN11829-RA
OG0009719	Solyc02g084720.3.1	ANN11828-RA
OG0009720	Solyc02g084730.3.1	ANN11827-RA
OG0009721	Solyc02g084740.4.1	ANN11826-RA
OG0009722	Solyc02g084750.4.1	ANN11825-RA
OG0009723	Solyc02g084810.3.1	ANN11822-RA
OG0009724	Solyc02g084820.3.1	ANN11821-RA
OG0009725	Solyc02g084830.4.1	ANN11820-RA
OG0009726	Solyc02g084840.3.1	ANN11819-RA
OG0009727	Solyc02g084850.3.1	ANN11818-RA
OG0009728	Solyc02g084880.3.1	ANN11814-RA
OG0009729	Solyc02g084900.2.1	ANN11813-RA
OG0009730	Solyc02g084910.4.1	ANN11812-RA
OG0009731	Solyc02g084930.3.1	ANN11810-RA
OG0009732	Solyc02g084940.1.1	ANN11809-RA
OG0009733	Solyc02g084950.3.1	ANN11808-RA
OG0009734	Solyc02g084960.1.1	ANN11807-RA
OG0009735	Solyc02g084970.4.1	ANN11806-RA
OG0009736	Solyc02g084990.3.1	ANN11805-RA
OG0009737	Solyc02g085000.3.1	ANN11804-RA
OG0009738	Solyc02g085005.1.1	ANN11803-RA
OG0009739	Solyc02g085020.4.1	ANN11802-RA
OG0009740	Solyc02g085030.4.1	ANN11801-RA
OG0009741	Solyc02g085060.2.1	ANN11798-RA
OG0009742	Solyc02g085080.4.1	ANN10987-RA
OG0009743	Solyc02g085090.1.1	ANN10988-RA
OG0009744	Solyc02g085100.3.1	ANN10989-RA
OG0009745	Solyc02g085145.1.1	ANN11795-RA
OG0009746	Solyc02g085150.4.1	ANN11794-RA
OG0009747	Solyc02g085160.1.1	ANN11793-RA
OG0009748	Solyc02g085180.5.1.1	ANN11791-RA
OG0009749	Solyc02g085190.2.1	ANN11790-RA
OG0009750	Solyc02g085210.1.1	ANN11789-RA
OG0009751	Solyc02g085230.3.1	ANN11786-RA
OG0009752	Solyc02g085250.4.1	ANN11784-RA
OG0009753	Solyc02g085260.1.1	ANN11783-RA
OG0009754	Solyc02g085290.3.1	ANN11781-RA
OG0009755	Solyc02g085340.1.1	ANN11778-RA
OG0009756	Solyc02g085350.4.1	ANN11777-RA
OG0009757	Solyc02g085360.4.1	ANN11776-RA
OG0009758	Solyc02g085400.3.1	ANN11773-RA
OG0009759	Solyc02g085490.2.1	ANN11766-RA
OG0009760	Solyc02g085500.4.1	ANN11765-RA
OG0009761	Solyc02g085560.3.1	ANN11758-RA
OG0009762	Solyc02g085580.4.1	ANN11756-RA
OG0009763	Solyc02g085590.4.1	ANN11755-RA
OG0009764	Solyc02g085600.1.1	ANN11754-RA
OG0009765	Solyc02g085610.4.1	ANN11753-RA
OG0009766	Solyc02g085620.3.1	ANN11752-RA
OG0009767	Solyc02g085630.3.1	ANN11751-RA
OG0009768	Solyc02g085660.1.1	ANN11749-RA
OG0009769	Solyc02g085730.3.1	ANN11745-RA
OG0009770	Solyc02g085740.4.1	ANN11744-RA
OG0009771	Solyc02g085750.4.1	ANN11742-RA
OG0009773	Solyc02g085770.4.1	ANN11741-RA
OG0009774	Solyc02g085780.3.1	ANN11740-RA
OG0009775	Solyc02g085810.3.1	ANN11737-RA
OG0009776	Solyc02g085820.3.1	ANN11736-RA
OG0009777	Solyc02g085830.4.1	ANN11735-RA
OG0009778	Solyc02g085860.4.1	ANN11733-RA
OG0009779	Solyc02g085910.4.1	ANN11730-RA
OG0009780	Solyc02g085930.3.1	ANN11728-RA
OG0009781	Solyc02g085965.1.1	ANN11722-RA, ANN11721-RA
OG0009782	Solyc02g086000.2.1	ANN11719-RA
OG0009783	Solyc02g086010.3.1	ANN11718-RA
OG0009784	Solyc02g086040.2.1	ANN11715-RA
OG0009785	Solyc02g086050.3.1	ANN11714-RA
OG0009786	Solyc02g086060.4.1	ANN11713-RA
OG0009787	Solyc02g086080.4.1	ANN11712-RA
OG0009788	Solyc02g086100.4.1	ANN11710-RA
OG0009789	Solyc02g086160.4.1	ANN11707-RA
OG0009790	Solyc02g086170.3.1	ANN11706-RA
OG0009791	Solyc02g086200.3.1	ANN11704-RA
OG0009792	Solyc02g086210.4.1	ANN11703-RA
OG0009793	Solyc02g086230.2.1	ANN11702-RA
OG0009794	Solyc02g086350.3.1	ANN11694-RA
OG0009795	Solyc02g086360.3.1	ANN11693-RA
OG0009796	Solyc02g086380.1.1	ANN11691-RA
OG0009797	Solyc02g086430.4.1	ANN11685-RA
OG0009798	Solyc02g086440.4.1	ANN11683-RA
OG0009799	Solyc02g086450.1.1	ANN11681-RA
OG0009801	Solyc02g086470.3.1	ANN11679-RA
OG0009802	Solyc02g086480.1.1	ANN11678-RA
OG0009803	Solyc02g086490.3.1	ANN11677-RA
OG0009804	Solyc02g086510.4.1	ANN11675-RA
OG0009805	Solyc02g086520.3.1	ANN11674-RA
OG0009806	Solyc02g086530.4.1	ANN11673-RA
OG0009807	Solyc02g086560.3.1	ANN11670-RA
OG0009808	Solyc02g086580.4.1	ANN11669-RA
OG0009809	Solyc02g086680.4.1	ANN11666-RA
OG0009810	Solyc02g086710.3.1	ANN11663-RA
OG0009811	Solyc02g086750.3.1	ANN11657-RA
OG0009812	Solyc02g086760.1.1	ANN11656-RA
OG0009813	Solyc02g086780.4.1	ANN11655-RA
OG0009814	Solyc02g086790.4.1	ANN11654-RA
OG0009815	Solyc02g086810.1.1	ANN11651-RA
OG0009816	Solyc02g086820.3.1	ANN11650-RA
OG0009817	Solyc02g086830.3.1	ANN11649-RA
OG0009818	Solyc02g086860.4.1	ANN11646-RA
OG0009819	Solyc02g086880.4.1	ANN11645-RA
OG0009820	Solyc02g086890.3.1	ANN11644-RA
OG0009821	Solyc02g086900.4.1	ANN11643-RA
OG0009822	Solyc02g086910.4.1	ANN11642-RA
OG0009824	Solyc02g086930.4.1	ANN11641-RA
OG0009825	Solyc02g086950.1.1	ANN11639-RA
OG0009826	Solyc02g086960.2.1	ANN11637-RA
OG0009827	Solyc02g086990.4.1	ANN11635-RA
OG0009828	Solyc02g087000.4.1	ANN11632-RA
OG0009830	Solyc02g087040.1.1	ANN10968-RA
OG0009831	Solyc02g087060.4.1	ANN11630-RA
OG0009832	Solyc02g087150.3.1	ANN11626-RA
OG0009833	Solyc02g087170.4.1	ANN11625-RA
OG0009834	Solyc02g087190.1.1	ANN11621-RA
OG0009835	Solyc02g087200.2.1	ANN11620-RA
OG0009836	Solyc02g087210.3.1	ANN11619-RA
OG0009837	Solyc02g087240.4.1	ANN11617-RA
OG0009838	Solyc02g087280.3.1	ANN11615-RA
OG0009839	Solyc02g087290.3.1	ANN11614-RA
OG0009840	Solyc02g087300.1.1	ANN11613-RA
OG0009841	Solyc02g087340.3.1	ANN11609-RA
OG0009842	Solyc02g087350.3.1	ANN11608-RA
OG0009843	Solyc02g087360.4.1	ANN11607-RA
OG0009844	Solyc02g087400.1.1	ANN11606-RA
OG0009845	Solyc02g087420.3.1	ANN11604-RA
OG0009846	Solyc02g087430.4.1	ANN11603-RA
OG0009847	Solyc02g087440.4.1	ANN11602-RA
OG0009848	Solyc02g087460.1.1	ANN11600-RA
OG0009849	Solyc02g087470.4.1	ANN11599-RA
OG0009850	Solyc02g087480.4.1	ANN11597-RA
OG0009851	Solyc02g087510.3.1	ANN11595-RA
OG0009852	Solyc02g087560.1.1	ANN11592-RA
OG0009854	Solyc02g087580.3.1	ANN11591-RA
OG0009855	Solyc02g087600.3.1	ANN11589-RA
OG0009856	Solyc02g087610.1.1	ANN11588-RA
OG0009857	Solyc02g087630.3.1	ANN11586-RA
OG0009858	Solyc02g087640.3.1	ANN11584-RA
OG0009859	Solyc02g087660.4.1	ANN11582-RA
OG0009860	Solyc02g087670.3.1	ANN11581-RA
OG0009861	Solyc02g087680.1.1	ANN11580-RA
OG0009862	Solyc02g087710.3.1	ANN11579-RA
OG0009863	Solyc02g087720.1.1	ANN11578-RA
OG0009864	Solyc02g087730.3.1	ANN11577-RA
OG0009865	Solyc02g087760.3.1	ANN11574-RA
OG0009867	Solyc02g087830.4.1	ANN11572-RA
OG0009868	Solyc02g087840.3.1	ANN11571-RA
OG0009869	Solyc02g087850.1.1	ANN11570-RA
OG0009870	Solyc02g087870.3.1	ANN11569-RA
OG0009871	Solyc02g087920.3.1	ANN11566-RA
OG0009873	Solyc02g087950.3.1	ANN11564-RA
OG0009874	Solyc02g087960.3.1	ANN11563-RA
OG0009875	Solyc02g087980.3.1	ANN11562-RA
OG0009876	Solyc02g087990.4.1	ANN11560-RA
OG0009877	Solyc02g088000.3.1	ANN11558-RA
OG0009878	Solyc02g088010.3.1	ANN11557-RA
OG0009879	Solyc02g088040.1.1	ANN11555-RA
OG0009880	Solyc02g088070.3.1	ANN11551-RA
OG0009881	Solyc02g088090.1.1	ANN10977-RA
OG0009882	Solyc02g088100.3.1	ANN10978-RA
OG0009883	Solyc02g088130.1.1	ANN10979-RA
OG0009884	Solyc02g088170.2.1	ANN10982-RA
OG0009885	Solyc02g088180.3.1	ANN11550-RA
OG0009886	Solyc02g088190.4.1	ANN11549-RA
OG0009887	Solyc02g088200.4.1	ANN11548-RA
OG0009888	Solyc02g088210.3.1	ANN11547-RA
OG0009889	Solyc02g088260.3.1	ANN11544-RA
OG0009890	Solyc02g088270.3.1	ANN11543-RA
OG0009891	Solyc02g088300.3.1	ANN11537-RA
OG0009892	Solyc02g088310.1.1	ANN11536-RA
OG0009893	Solyc02g088330.2.1	ANN11534-RA
OG0009894	Solyc02g088340.4.1	ANN11533-RA
OG0009895	Solyc02g088350.4.1	ANN11531-RA
OG0009896	Solyc02g088360.1.1	ANN11530-RA
OG0009897	Solyc02g088390.4.1	ANN11529-RA
OG0009899	Solyc02g088480.3.1	ANN11524-RA
OG0009900	Solyc02g088500.1.1	ANN11522-RA
OG0009901	Solyc02g088540.3.1	ANN11519-RA
OG0009902	Solyc02g088560.4.1	ANN11516-RA
OG0009903	Solyc02g088570.2.1	ANN11515-RA
OG0009904	Solyc02g088580.1.1	ANN11514-RA
