"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CV"	"F1"	"F1_hab"	"F2_127"	"F2_151"	"F2_28"	"F2_411"	"F2_445"	"F2_73"	"PI127826"
"Solyc08g082110"	"WRKY transcription factor-30 "	43.7870350792458	0.846896537533026	0.94153837866394	0.899481695833565	0.368396141211306	0.747060367530807	3	117	12	63	47	43	10	99	28	7
"Solyc08g080540"	"Heat stress transcription factor "	434.145984486352	0.40722536794169	0.453384826244747	0.898189229918915	0.369084674229491	0.747164808087793	185	562	431	208	495	286	342	832	481	492
"Solyc03g083110"	"AP2 domain-containing transcription factor "	21.6328749960089	-1.94112641653504	2.1850873453072	-0.888351864150373	0.374351509510529	0.751140354988028	0	5	71	0	0	17	41	0	0	96
"Solyc02g084430"	"COL domain class transcription factor "	98.802477453086	0.860630533532611	0.969078377318978	0.888091772219296	0.37449138809565	0.751140354988028	281	256	38	70	7	8	54	100	10	254
"Solyc12g008830"	"GATA transcription factor 20 "	73.5521713942191	0.689659884021633	0.778460493018696	0.885927918252197	0.375656370809297	0.752047750526262	69	51	5	65	61	92	167	108	105	10
"Solyc08g006230"	"B3 domain-containing transcription factor VRN1 "	259.220681659639	0.413560586392454	0.468285615550782	0.88313749698683	0.377161986779417	0.752850319586754	224	321	186	235	491	155	193	212	393	126
"Solyc08g080100"	"MADS box transcription factor "	435.359777784048	-0.591224208985176	0.670840553302862	-0.881318528038149	0.378145440510533	0.753294222953578	1012	408	735	203	46	494	174	280	212	1105
"Solyc04g064550"	"GRAS family transcription factor "	1399.03750207394	0.289878003454018	0.330918196876647	0.875980850222245	0.381040444332073	0.755272789268781	925	2161	1022	1831	1299	1342	1443	1864	1091	991
"Solyc04g072900"	"Ethylene responsive transcription factor 2b "	3043.12927684696	0.427412206820104	0.490403528268359	0.871552063112839	0.383452791736108	0.757070078577257	1066	1984	2031	3772	4475	2520	3718	5477	2577	2013
"Solyc11g056650"	"BHLH transcription factor "	1064.89677050693	0.750308451490026	0.864034425427766	0.868377959730671	0.385187456504865	0.758228325455828	93	1232	129	2016	3094	864	1239	531	486	390
"Solyc05g052850"	"MYB transcription factor-like protein "	198.122609870454	-0.283267403466698	0.327157801173171	-0.865843340586456	0.386576078004142	0.758667041749485	127	134	193	174	135	253	199	294	187	307
"Solyc01g096810"	"Ethylene insensitive 3 class transcription factor "	2933.11708948702	0.388702484412164	0.453945931763502	0.856274849522545	0.391845769376899	0.763617796402144	1766	4415	1072	4450	3442	2600	2984	3842	2862	1552
"Solyc04g082890"	"BZIP transcription factor protein "	3278.95774490529	0.223254747796965	0.261205396820932	0.854709552383469	0.39271196096478	0.764172392921611	5355	3465	3942	1973	2397	2399	3355	3680	2412	4819
"Solyc08g083170"	"BHLH transcription factor "	25.134122466837	-1.59843150412283	1.8811538958891	-0.849707994447394	0.39548745265288	0.766195245650773	1	4	37	134	0	1	0	55	0	7
"Solyc04g014530"	"Ethylene responsive transcription factor 1a "	896.046089219603	-0.351619899007466	0.415578764689242	-0.846096886760798	0.397498697352439	0.768240377556744	467	711	963	1178	1357	954	871	401	1120	795
"Solyc05g011810"	"BHLH transcription factor "	502.708598313145	0.234484039103298	0.277428532297102	0.84520520352314	0.397996277551436	0.768442957124972	589	575	418	574	496	476	784	321	477	360
"Solyc08g006020"	"NAC domain transcription factor "	9.23113264289682	1.50268051390727	1.78822993565607	0.840317279084113	0.400730515772417	0.770486345887598	0	15	0	18	3	5	26	24	0	0
"Solyc05g009450"	"Ethylene responsive transcription factor 2a "	342.252342144766	0.313667392046043	0.373899966502334	0.838907248321685	0.401521360023182	0.771014972863504	270	291	223	447	396	349	341	568	291	207
"Solyc02g085340"	"GRAS family transcription factor "	747.441120121101	0.268229662019081	0.32055762901293	0.83675956440351	0.402727730439633	0.771392206619822	695	774	394	680	501	737	996	1158	947	650
"Solyc01g006930"	"Nuclear transcription factor Y subunit A-2 "	1095.54562361	0.242108466466292	0.290114137231406	0.834528330045417	0.403983329926926	0.772494542519369	949	1285	863	1078	1289	615	1025	1348	1334	1151
"Solyc08g078800"	"GRAS family transcription factor "	256.546941749086	0.389222933508209	0.466433098865032	0.834466795892706	0.404017990676319	0.772494542519369	243	594	155	360	195	252	270	194	234	92
"Solyc06g073720"	"Ethylene insensitive 3 class transcription factor "	3027.45348786884	0.302184668997289	0.363578669512766	0.83113970740431	0.405894710487731	0.77428969952722	2752	2847	1882	4651	3477	3084	3175	4321	1969	1879
"Solyc05g050830"	"Ethylene-responsive transcription factor 4 "	99.6456513682076	0.615336197492747	0.741190378582166	0.830199926056558	0.406425757048873	0.774455582085003	253	10	60	138	26	71	130	215	45	80
"Solyc08g007820"	"Ethylene-responsive transcription factor 10 "	271.380905449515	-0.579981167420851	0.702358609429481	-0.825762167124233	0.408939019238956	0.776188204636267	32	56	338	155	389	358	233	303	174	683
"Solyc07g018290"	"AP2-like ethylene-responsive transcription factor At1g16060 "	73.0254760774088	0.7325492547716	0.889952535717604	0.823132948523954	0.410432393790988	0.776545847815177	85	311	32	132	18	65	62	13	27	11
"Solyc04g009180"	"TCP family transcription factor "	522.862709613417	0.399356158995458	0.493891616564332	0.808590681845354	0.418750626378246	0.781404012250213	325	456	264	605	562	844	833	758	357	177
"Solyc08g066190"	"Cyclin-D-binding Myb-like transcription factor 1 "	34.5514255236012	0.841666516293564	1.04375368123587	0.806384237416029	0.420021332747944	0.782170155761245	2	2	23	18	132	49	39	22	10	27
"Solyc02g090400"	"Myb family transcription factor "	28.5002060714068	-0.530483902208856	0.658439421090942	-0.805668502244168	0.420434015693687	0.782339427845825	22	17	27	40	25	60	25	27	36	3
"Solyc09g007260"	"AP2-like ethylene-responsive transcription factor At1g79700 "	225.747096653837	-0.336857805280912	0.419193497703327	-0.803585473358925	0.421636415403577	0.782928694295107	387	167	194	284	56	384	222	226	189	222
"Solyc01g014480"	"Ethylene insensitive 3 class transcription factor "	862.889950253221	0.108036628748496	0.13488188798066	0.800972097632465	0.423147799254261	0.784327066886585	1109	862	655	868	822	965	922	833	781	938
"Solyc03g120140"	"Bzip-like transcription factor-like "	971.897607958627	-0.169281919426086	0.211879056037251	-0.798955416321679	0.424316264141364	0.784951529330828	940	790	755	1126	753	1045	1069	1065	1219	1027
"Solyc10g083340"	"Myb family transcription factor-like "	17.7694933003122	0.747134244501759	0.935611591720366	0.798551718590786	0.42455039294837	0.784951529330828	48	9	6	6	16	30	29	15	24	0
"Solyc07g042230"	"Ethylene-responsive transcription factor 7 "	43.3321423922531	0.958125431860278	1.20287891393552	0.796526916184378	0.425725837270384	0.785686527758854	9	2	1	9	162	17	18	63	100	18
"Solyc11g032100"	"MADS box transcription factor "	18.2287245467146	0.78802614113693	0.994684180885453	0.792237532555752	0.428222187736152	0.786998754321042	57	12	5	18	15	40	25	14	4	0
"Solyc08g081610"	"WRKY transcription factor 23 "	26.9788287738231	0.716915797839869	0.906890210177146	0.790521046312575	0.429223535975236	0.787691325191796	23	80	10	18	13	43	32	26	30	0
"Solyc05g056120"	"GATA transcription factor 1 "	1442.59935507112	-0.418309275511634	0.531238696784606	-0.787422448785278	0.431034609696719	0.789020823312446	3200	651	2346	968	538	1155	1493	781	719	3427
"Solyc03g005570"	"Myb-related transcription factor "	315.462774097118	-0.357494212882766	0.45465831730544	-0.78629203354615	0.431696418555013	0.789397756431628	166	372	449	229	94	286	400	377	226	645
"Solyc11g065160"	"PHD finger transcription factor-like protein "	2066.7961086233	0.180727095219554	0.230552918072159	0.783885524983852	0.433107284028208	0.789951208083867	1983	1987	1670	2239	2511	1968	2538	1920	2118	1706
"Solyc04g074810"	"BHLH transcription factor "	12.485930205104	0.727692236235745	0.930120743375495	0.782363194691135	0.434001157518754	0.790123514780679	34	14	9	18	3	14	10	22	5	0
"Solyc05g053660"	"BHLH transcription factor "	73.3018369484097	0.780583099547557	0.999996409385926	0.780585902330284	0.435046085976651	0.79066640643416	76	90	4	99	95	80	135	68	79	0
"Solyc08g007190"	"GATA transcription factor 29 "	654.130986307971	0.183131086082358	0.235122672820897	0.778874635462555	0.436053566726635	0.791270740963614	910	698	439	734	607	780	661	671	652	460
"Solyc01g096370"	"BHLH transcription factor "	2786.81347365996	-0.271794141410396	0.350291766833921	-0.775907877787083	0.437803380879683	0.792049833615138	3984	1992	3837	1395	1270	3176	3899	2047	3106	4090
"Solyc02g069860"	"Nuclear transcription factor Y subunit A-7 "	400.218666042566	0.323865938880759	0.420092745290804	0.770939137871964	0.440743007409301	0.793055563292036	857	705	393	343	203	206	328	282	237	652
"Solyc02g032180"	"Nuclear transcription factor Y subunit B-9 "	64.9073114444562	-1.29875750818323	1.68756108456157	-0.769606220518322	0.441533513953427	0.793486057584614	0	173	106	17	1	15	0	24	1	371
"Solyc07g063940"	"GRAS family transcription factor "	445.43755371109	0.197749592210141	0.258629538637879	0.764605594750028	0.444506436644641	0.795123958111163	396	472	461	379	377	546	485	656	276	445
"Solyc04g049800"	"AP2-like ethylene-responsive transcription factor At1g79700 "	351.140420813809	0.294892841552681	0.386856912040156	0.762278848780324	0.445893594925437	0.796023857702561	249	334	236	323	365	417	640	340	416	178
"Solyc01g111580"	"BZIP family transcription factor "	684.165760264394	0.2721661849866	0.357823297730844	0.760616166450192	0.446886360823753	0.796846741992647	1520	894	625	408	297	631	711	574	490	1050
"Solyc08g005260"	"Myb family transcription factor-like protein "	73.5213375780678	-0.413894083191693	0.544530803736815	-0.760093056905808	0.447198962559572	0.796949565316038	149	55	58	70	26	130	86	24	118	44
"Solyc03g114400"	"Nuclear transcription factor Y subunit B-3 "	451.148151469049	0.196514394032269	0.261122069215026	0.752576734027202	0.451704302931089	0.800282352207466	676	765	366	432	337	336	404	324	418	586
"Solyc12g005340"	"GRAS family transcription factor "	829.961825031713	0.34089767752949	0.453564559888921	0.751596812619082	0.452293560711308	0.800570580531273	626	691	581	745	585	509	569	2114	773	1126
"Solyc03g104810"	"WRKY transcription factor-c "	1785.77123136812	0.131994831345712	0.175702616890071	0.751239985391314	0.452508240067561	0.800656893591591	1856	1912	1915	1442	1724	1607	1687	2206	1427	2295
"Solyc03g046570"	"BHLH domain class transcription factor "	552.333767820455	0.132798911630349	0.17790761212977	0.746448732803418	0.455396390094287	0.802990188079462	554	641	409	584	541	564	551	619	551	547
"Solyc09g005030"	"MYB transcription factor-like "	112.198496822869	0.177786974241305	0.241001473077966	0.737700778218021	0.460696299115605	0.80666940813832	112	124	96	113	88	99	135	143	127	92
"Solyc10g078290"	"BZIP family transcription factor "	1662.41875056166	0.188069402835251	0.255486910224555	0.736121481409562	0.46165677085816	0.807090010593019	1611	1648	1157	2169	1703	1611	1839	2054	1508	1317
"Solyc07g043330"	"GRAS family transcription factor "	171.198910319634	0.292902050062665	0.397731390725564	0.736431815271952	0.461467948685362	0.807090010593019	244	133	79	147	126	254	230	230	199	92
"Solyc09g059520"	"Heat stress transcription factor A3 "	588.48258891479	-0.123125978562288	0.167370047790668	-0.735651212314186	0.461942987599196	0.807175125551634	623	558	577	585	536	494	560	568	575	897
"Solyc06g065100"	"Myb-like transcription factor 1 "	1022.11438356028	0.259259809196684	0.352808788436231	0.734845099369014	0.462433837103742	0.807332355331018	945	1028	477	1019	1357	1215	1331	868	1266	674
"Solyc04g071160"	"BZIP transcription factor family protein "	1194.77043638535	0.195896970496103	0.266672254776132	0.734598245552604	0.462584206814985	0.807362149052546	906	1309	926	1127	1352	1147	1472	1295	1444	928
"Solyc01g066500"	"MADS-box transcription factor 22 "	13.9439050340639	0.561408360986966	0.768270930474791	0.730742682975153	0.464936339134405	0.808663034609447	1	18	9	11	9	14	40	15	11	12
"Solyc09g010920"	"GRAS family transcription factor "	363.305347990523	0.313907268469365	0.43081475008857	0.728636306915743	0.466224163356572	0.809388808083742	247	434	130	493	218	311	536	591	285	419
"Solyc03g033660"	"GATA transcription factor 9 "	194.096069326887	0.430230758444461	0.590578065330047	0.728490920508577	0.466313124639541	0.809388808083742	171	91	93	158	113	221	391	353	291	53
"Solyc08g005290"	"BZIP transcription factor 3 "	1623.10667933693	0.185386263249433	0.254909640955425	0.727262658856638	0.467065068347675	0.809924866228037	1704	1760	957	1933	1554	1690	2130	1574	1746	1268
"Solyc02g079280"	"MYB transcription factor "	531.620708189118	0.615611070935318	0.849805492651982	0.724414087998166	0.468811553406937	0.810810480252013	65	70	310	765	1592	463	613	573	387	129
"Solyc05g050340"	"WRKY transcription factor 6 "	624.785044117053	-0.359520033392881	0.499472961572669	-0.719798790030347	0.471648890017371	0.81215601901186	147	800	669	904	286	812	520	971	610	509
"Solyc03g118190"	"Ethylene responsive transcription factor 2a "	569.675251704208	-0.272442287769335	0.37868328500397	-0.719446298683288	0.471865978802145	0.81215601901186	924	443	645	241	328	723	669	341	908	644
"Solyc08g014120"	"BHLH transcription factor "	2757.52547269134	-0.219233280205148	0.304143330802775	-0.720822250570118	0.471018883695734	0.81215601901186	3731	3875	3363	2513	1516	1985	1907	2260	2337	5043
"Solyc04g078770"	"Heat stress transcription factor "	21.1508149912807	0.69245556343192	0.966654233971503	0.716342554655726	0.47377985648127	0.813420805411791	38	62	14	34	15	26	10	13	5	0
"Solyc02g077370"	"Ethylene-responsive transcription factor 2 "	90.0428450743673	0.591248451012814	0.833633507707357	0.709242665447619	0.478173901155889	0.816043233603925	11	115	25	158	49	23	90	265	31	127
"Solyc12g006170"	"WRKY transcription factor 2 "	1471.4237427834	0.146842203804099	0.208277756154994	0.705030659610253	0.480791156337994	0.818406603839098	1720	1090	1537	1232	1708	1356	1854	1377	1345	1600
"Solyc08g007300"	"Cyclin-D-binding Myb-like transcription factor 1 "	587.027069553139	-0.243157308363222	0.345291502329067	-0.704208782211761	0.481302762641768	0.818658394065755	392	468	525	793	661	752	646	485	725	363
"Solyc12g042590"	"WRKY transcription factor "	26.985014173361	0.35380876418084	0.503040606113492	0.703340366326246	0.481843660271343	0.818749209741781	30	29	36	16	14	22	29	52	10	38
"Solyc10g076920"	"BZIP transcription factor "	343.10608399527	0.200809827797441	0.286997787979202	0.699691203933578	0.484120170859764	0.819250118023352	310	289	250	409	440	354	369	404	315	269
"Solyc05g052030"	"Ethylene responsive transcription factor 1a "	1427.07488877688	-0.413291665113208	0.594381513510269	-0.695330617993837	0.486848130494607	0.82096040074876	651	1903	794	4061	930	1389	1954	754	1099	572
"Solyc06g060270"	"Bzip transcription factor-like "	640.558909710026	-0.284891924351135	0.413501990075473	-0.68897352658239	0.490839927361496	0.823451252494118	353	301	590	953	461	468	781	954	722	796
"Solyc09g018460"	"GRAS family transcription factor "	124.568351221218	-0.57211629497484	0.830837745220987	-0.688601713470141	0.491073942496597	0.823640149437329	23	166	33	482	73	83	78	156	78	37
"Solyc02g091690"	"BHLH transcription factor "	28.8495992717851	0.674423494722775	0.986590895513965	0.683589822072536	0.494234213424025	0.825986498193987	39	85	27	23	14	44	46	4	16	0
"Solyc03g006830"	"MADS-box transcription factor 2 "	529.861563179918	0.224358359382627	0.331072939251341	0.677670485210814	0.497980644174055	0.827455842648408	864	728	198	401	392	633	490	491	518	769
"Solyc10g050210"	"BZIP transcription factor "	54.029632874753	1.02818885138734	1.52552584540437	0.673989794722093	0.500317801841537	0.828708882961957	96	23	0	0	56	84	93	99	93	0
"Solyc02g065350"	"B3 domain-containing transcription factor VRN1 "	135.096494338155	-0.339848079580983	0.508025813196245	-0.668958290608952	0.503522084805031	0.83071548878344	107	52	198	55	109	150	89	231	116	264
"Solyc12g009490"	"Ethylene-responsive transcription factor 11 "	288.222270974256	-0.555687536407851	0.832404198584651	-0.667569357954579	0.504408522809415	0.831142365012805	212	57	348	59	308	164	284	280	35	1280
"Solyc06g071230"	"MYB transcription factor "	2949.47234912841	0.161690055235259	0.246241226177325	0.656632757013734	0.511417080936178	0.834388128821155	2270	2521	2812	2164	3037	2811	4031	3606	2935	3428
"Solyc02g089210"	"MADS box transcription factor "	16.3750552117248	0.588541673731039	0.898106298928919	0.655314047382736	0.512265578351987	0.834627918804092	18	14	4	10	37	34	26	1	13	5
"Solyc09g065660"	"Heat stress transcription factor A3 "	19.9624523325433	0.546763614503325	0.836536040889701	0.653604373006825	0.513366726138149	0.835271850256568	18	14	12	4	4	9	45	40	8	55
"Solyc02g021680"	"WRKY transcription factor 37 "	36.8391710365406	0.69729555721515	1.0700875661467	0.651624763500484	0.514643268665203	0.83625143408642	4	85	8	66	66	27	36	30	34	0
"Solyc05g053330"	"MYB transcription factor "	736.8383765311	0.590376292421746	0.916277279016771	0.644320563154486	0.519367583982592	0.838422569954686	68	125	153	670	1673	676	2043	254	1169	224
"Solyc05g007420"	"TCP family transcription factor "	507.979245435344	-0.294550145311735	0.459990381166119	-0.640339792682236	0.521951715851106	0.840068076112158	351	251	741	279	507	490	938	226	616	726
"Solyc08g008480"	"Myb transcription factor "	9.57885562194474	-0.830409221045812	1.30744244134937	-0.635140175034223	0.525336996894956	0.841491639415223	23	10	4	11	0	17	5	1	28	0
"Solyc10g084380"	"WRKY transcription factor 42 "	122.915829875983	0.426109163566107	0.671060037829562	0.63497919641332	0.525441983189265	0.841491639415223	485	125	86	123	38	188	107	35	73	56
"Solyc02g070880"	"BHLH1 transcription factor "	1486.04092408875	-0.117112602506036	0.184668577366433	-0.634177206410449	0.525965181215178	0.841572543293266	2154	1372	1515	1310	1187	1246	1325	1293	1902	1845
"Solyc05g013540"	"Ethylene-responsive transcription factor ERF086 "	815.389942618755	0.456667186417687	0.72138180958605	0.633045053741702	0.526704222067057	0.841958466559874	524	136	772	117	1634	657	1808	423	916	1083
"Solyc09g009490"	"Bzip transcription factor "	38.4032198326681	0.722844785108133	1.15972008749688	0.623292459017683	0.533092352381405	0.845106618353683	10	143	3	78	17	29	63	15	29	0
"Solyc03g113120"	"WRKY transcription factor 73 "	62.3661182210173	0.45335572613894	0.728815327927966	0.622044719377455	0.533912463160182	0.845612276705589	222	87	11	99	28	55	43	19	62	33
"Solyc07g005650"	"WRKY transcription factor "	419.658780932843	-0.157237024286264	0.253218039641043	-0.620955065086043	0.534629188945394	0.845832375819568	268	535	392	471	374	355	425	384	469	550
"Solyc02g084590"	"GATA transcription factor 9 "	393.19943489306	0.30177670144579	0.488084876714621	0.618287342720181	0.536385943859532	0.846667402806411	145	295	269	405	356	516	468	851	310	269
"Solyc01g079620"	"Myb 12 transcription factor "	1343.3561704159	0.352513664180808	0.570082319031162	0.618355722345318	0.536340878097991	0.846667402806411	1946	337	1231	286	1786	1369	2606	891	1640	1515
"Solyc04g028560"	"Zinc finger transcription factor "	447.591096731679	0.170075635859704	0.275413610596561	0.617528071656701	0.536886471343979	0.846962959559392	346	479	353	503	518	415	543	466	494	336
"Solyc03g114830"	"MADS box transcription factor "	2276.66266407995	-0.379824199494101	0.616874909699142	-0.61572320987953	0.538077216132336	0.847890663992921	5309	1078	4205	526	1461	994	1671	1069	2512	5133
"Solyc10g049870"	"EPF-type Cis2-His2 zinc finger transcription factor "	46.2672576893614	-0.322613115772857	0.525326927389312	-0.614118749587289	0.539136859184857	0.847983825563981	25	33	74	46	33	27	95	21	56	55
"Solyc10g080920"	"Myb family transcription factor "	20.220000656427	0.726528050490393	1.18706952123795	0.612034962984074	0.540514625588108	0.848793134323879	32	5	1	16	7	54	52	34	6	0
"Solyc09g009100"	"Heat stress transcription factor A3 "	4276.74814318036	0.176958417640439	0.290021306703395	0.610156611084489	0.541758068741216	0.849200276721195	4753	5342	4534	4574	2133	3748	7193	4012	2837	4595
"Solyc02g084880"	"BHLH transcription factor-like protein "	23.6821567600503	0.698475983340459	1.14431639640883	0.610387114553686	0.541605401801227	0.849200276721195	21	31	0	32	39	30	40	14	26	0
"Solyc07g008180"	"YABBY-like transcription factor CRABS CLAW-like protein "	107.920696319813	-0.61726419374625	1.03116552125069	-0.598608255440479	0.549434149628914	0.852596353794765	2	292	82	108	15	302	102	33	147	12
"Solyc11g066400"	"Cys2/His2 zinc-finger transcription factor "	36.8936259724033	0.216336845456693	0.361713980787116	0.598088149609059	0.549781116973333	0.852782038524651	36	42	33	21	26	30	49	48	53	35
"Solyc10g009270"	"BHLH transcription factor "	44.0444562999928	-0.834841771744941	1.40350394398681	-0.594826808518599	0.551959245617201	0.853739690008003	0	65	17	208	28	30	54	11	12	0
"Solyc01g090270"	"Bzip-like transcription factor-like "	1539.72613909912	0.189604948952166	0.319776324450327	0.592929915240233	0.553228056599113	0.854711129107262	1639	1073	1040	1646	1302	1979	2231	2014	1550	978
"Solyc05g054660"	"Zinc finger transcription factor ZFP19 "	34.750634589045	-0.505545073648027	0.85635248539057	-0.590346945063696	0.55495807218672	0.855597977663073	8	20	5	95	41	69	53	17	16	16
"Solyc12g087970"	"MYB transcription factor "	535.556170492066	0.113605001510214	0.192865106239224	0.589038648439089	0.555835347691059	0.8558039450428	667	544	404	558	574	587	552	477	574	460
"Solyc11g017360"	"Myb family transcription factor "	91.9740319130296	-0.204282692270578	0.348906386371135	-0.585494276545801	0.558215413929854	0.857237624796663	51	99	74	98	87	135	94	93	116	70
"Solyc08g007840"	"AP2/ERF domain-containing transcription factor "	16.8578783835306	-1.13739394060717	1.94787722021648	-0.583914596260211	0.5592777724077	0.857935304408977	0	5	83	0	36	6	0	5	0	29
"Solyc04g076530"	"GATA transcription factor 25 "	1970.12665625908	-0.229894308345532	0.398781506577365	-0.576491899834206	0.564282743369216	0.860723020329556	1322	2422	1221	1937	1884	2298	1814	1618	3889	1196
"Solyc06g063420"	"Tfc4p like TFIIIC subunit TPR repeat containing basal transcription factor "	1071.73312069856	0.222560240671656	0.386300524998517	0.576132379505594	0.564525706941804	0.860723020329556	492	983	904	1314	1564	908	1268	1281	958	854
"Solyc01g065980"	"Ethylene responsive transcription factor 2b "	1714.59551721031	-0.179961139198912	0.313985603895077	-0.573150924648916	0.566542509314693	0.861451092531951	2728	1395	2422	849	985	1650	1527	1728	1819	2590
"Solyc02g083610"	"BZIP transcription factor "	100.595317174245	0.190529985187381	0.333558409354877	0.571204262413525	0.567861189232206	0.862294369385308	96	75	113	85	94	123	134	137	89	60
"Solyc12g006800"	"Myb family transcription factor-like "	33.115729050797	0.511506517851195	0.898968162036588	0.568992918161185	0.569360945936918	0.863458525435561	56	26	11	23	33	81	48	36	22	0
"Solyc01g086870"	"BHLH transcription factor "	2077.71817593907	-0.243084751151102	0.429265628745889	-0.566280491315554	0.571203120081588	0.864236341883153	1454	3113	1294	4176	1477	2123	2358	1284	2221	1267
"Solyc02g085600"	"GRAS family transcription factor "	218.156099781522	-0.357179592830968	0.637245967817822	-0.560505065342492	0.575134985610743	0.865582924437469	85	166	46	337	197	340	288	205	405	77
"Solyc11g072600"	"AP2-like ethylene-responsive transcription factor At1g79700 "	692.755174219677	-0.239830279793166	0.427894149888633	-0.560489737603531	0.575145437619335	0.865582924437469	1011	812	634	1280	202	639	472	838	624	536
"Solyc01g089960"	"WRKY family transcription factor "	12.478257524535	0.626148687438017	1.1162640888406	0.560932393774635	0.574843625855828	0.865582924437469	3	42	3	21	7	18	22	4	6	0
"Solyc06g050160"	"Homeodomain-containing transcription factor FWA "	12.8613103845098	-0.647743851016666	1.15774172570646	-0.55948907829284	0.575827982935819	0.865887292212462	40	10	17	0	3	10	3	1	14	43
"Solyc03g123400"	"GRAS family transcription factor "	46.8596511685342	-0.384250522440265	0.690395386459046	-0.556565889599927	0.577824064626697	0.865887292212462	12	39	52	45	8	33	37	106	43	101
"Solyc05g015820"	"BZIP transcription factor bZIP55 "	984.75918530729	0.0725941954340893	0.130069055755165	0.558120415440983	0.576762160697181	0.865887292212462	1057	1008	994	956	882	899	1063	1090	821	1200
"Solyc10g074990"	"GRF domain class transcription factor "	434.825176199773	0.200264738811676	0.358512899013431	0.558598419646189	0.576435818814679	0.865887292212462	243	507	299	576	535	358	540	463	450	330
"Solyc01g079260"	"WRKY transcription factor 4 "	997.103068849719	0.211287278534396	0.378370114098	0.558414289770444	0.576561517207202	0.865887292212462	1412	1808	900	882	473	751	1323	610	1380	683
"Solyc11g071500"	"MYB transcription factor "	236.730569599883	0.242374832603192	0.437115379724428	0.554487084750926	0.579245542122432	0.866582633099111	129	231	243	289	429	160	291	158	154	244
"Solyc09g014990"	"WRKY-like transcription factor "	313.546242245323	-0.439619307455912	0.796665904135057	-0.551823926659957	0.581068992660772	0.86739211818282	58	653	90	998	153	366	142	336	197	97
"Solyc06g060490"	"BZIP transcription factor family protein "	990.588040255354	-0.160256130404796	0.290907527770272	-0.550883408322625	0.581713601920501	0.86785559910525	627	1248	898	1258	731	1018	975	1116	1228	808
"Solyc11g064950"	"BZIP transcription factor "	291.352159399884	0.117581940623345	0.215482504467713	0.545668154887085	0.585294065820725	0.869435829029943	288	356	213	322	298	279	246	334	297	296
"Solyc10g050970"	"Ethylene responsive transcription factor 2b "	140.72766656062	0.602872245948628	1.11131916228674	0.54248344346741	0.587485510048204	0.870858492438715	6	12	214	6	92	96	81	612	46	224
"Solyc08g067340"	"WRKY transcription factor "	1437.76844708773	-0.523225444634273	0.968675674890428	-0.540145126172863	0.589096952119586	0.871399078382691	34	1225	352	5680	974	982	678	2764	651	455
"Solyc10g005900"	"General transcription factor IIH subunit 1 "	1141.315166981	-0.0835636853937236	0.156616425002393	-0.533556332884287	0.5936485266611	0.873914612199422	1431	1197	1353	1075	1056	1004	992	966	1003	1532
"Solyc09g008030"	"TCP family transcription factor "	211.800009484665	0.286244905896041	0.535009896147903	0.53502731062924	0.592630972343962	0.873914612199422	92	181	114	224	284	299	249	321	243	65
"Solyc08g080150"	"TCP family transcription factor "	319.572292390281	-0.192824039021356	0.362454583293786	-0.531995035816841	0.594729433699452	0.873986834425357	251	270	259	259	121	428	443	433	303	504
"Solyc10g006640"	"BHLH transcription factor-like protein "	10.5120872310332	-0.645129657419225	1.21662786989583	-0.530260462859907	0.595931355123621	0.874586960740168	8	3	0	16	13	26	9	7	21	0
"Solyc01g112050"	"Bzip transcription factor-like "	1512.29565776278	-0.0789991950220654	0.149975888830038	-0.526745969891148	0.598370007833173	0.875597014647645	2016	1511	1602	1569	1055	1642	1370	1600	1547	1453
"Solyc08g006870"	"BZIP domain class transcription factor "	2876.70185231238	-0.150570048705714	0.286274753296336	-0.525963421405351	0.598913622074044	0.87585632875988	3060	1998	3215	1690	2418	2342	3600	2705	3407	4896
"Solyc01g058540"	"WRKY transcription factor 31 "	111.214406698223	-0.270086654802339	0.518155416863064	-0.521246417604694	0.602195122381457	0.877671216623951	92	32	130	62	94	79	160	124	92	274
"Solyc05g015850"	"WRKY transcription factor-b "	1163.41220858036	-0.339187450507862	0.654631640714062	-0.518134824857964	0.604364204116244	0.878826759344744	1934	2176	2299	421	368	606	835	243	763	2685
"Solyc06g053610"	"Myb-related transcription factor "	797.735677519186	-0.155872553016289	0.302015378811328	-0.516107999631583	0.605778981065181	0.879568380196201	1176	578	1010	710	396	850	1071	707	997	638
"Solyc06g064590"	"BHLH transcription factor "	147.961727095488	-0.317474821587681	0.62016010779795	-0.511923965433642	0.60870422477187	0.880869951759228	429	70	297	81	56	146	113	58	204	89
"Solyc06g072040"	"Nuclear transcription factor Y subunit C-1 "	1427.07546489379	-0.211609129908102	0.41701618064568	-0.507436257222588	0.611848751104018	0.882573766856078	1583	1093	877	827	1172	3562	1387	1459	1498	1037
"Solyc06g066580"	"BHLH transcription factor-like protein "	18.3235461334468	0.393204493614989	0.786008407819269	0.500254818782295	0.616895663167982	0.885321758857353	21	42	3	14	13	35	23	9	24	3
"Solyc01g010910"	"MYB transcription factor "	86.5159732644575	-0.36888976303318	0.739215437719887	-0.49902875969558	0.617759123494556	0.885636437596376	246	56	43	158	8	96	49	61	31	174
