gene	seqid	start	end	log2ratio_P28
Solyc07g006600.1.1	SL2.50ch07	1448338	1448895	4.1796179926968
Solyc07g006700.1.1	SL2.50ch07	1559173	1559763	5.46148551088909
Solyc07g006710.1.1	SL2.50ch07	1564614	1565162	4.18320530090455
Solyc07g007460.1.1	SL2.50ch07	2165949	2167526	-3.54062626559076
Solyc07g007860.1.1	SL2.50ch07	2542742	2543158	3.6590460792456
Solyc07g007900.1.1	SL2.50ch07	2569883	2571564	-3.47023693769935
Solyc07g008130.2.1	SL2.50ch07	2838443	2840766	-4.69262935903581
Solyc07g008210.2.1	SL2.50ch07	2947746	2951040	-3.97155908703127
Solyc07g008380.1.1	SL2.50ch07	3181743	3183080	5.43665365790916
Solyc07g008390.1.1	SL2.50ch07	3187889	3190330	6.15547190536511
Solyc07g008410.2.1	SL2.50ch07	3205306	3212516	3.57050940464394
Solyc07g009060.2.1	SL2.50ch07	4032024	4032698	-4.31823384425431
Solyc07g009080.2.1	SL2.50ch07	4037072	4037847	-8.05519943842051
Solyc07g009130.2.1	SL2.50ch07	4107448	4119376	4.12470965159442
Solyc07g009340.2.1	SL2.50ch07	4380916	4383040	4.88143850058206
Solyc07g016030.1.1	SL2.50ch07	6183332	6184379	4.17361925207536
Solyc07g016210.1.1	SL2.50ch07	6483974	6485166	-3.54062626559076
Solyc07g016220.2.1	SL2.50ch07	6495754	6498403	5.09200548652171
Solyc07g017560.2.1	SL2.50ch07	7530533	7533336	-4.90319634497547
Solyc07g017700.1.1	SL2.50ch07	7742456	7743612	4.80588746757488
Solyc07g017730.2.1	SL2.50ch07	7882255	7885616	4.8863372999949
Solyc07g017950.2.1	SL2.50ch07	8636547	8638555	5.85918569373493
Solyc07g017980.1.1	SL2.50ch07	8734246	8734614	-3.45740618836487
Solyc07g018070.2.1	SL2.50ch07	8990175	8994973	5.1038309219185
Solyc07g018160.1.1	SL2.50ch07	9447508	9449031	-5.12558876631192
Solyc07g018290.2.1	SL2.50ch07	10023972	10028265	5.50513339579193
Solyc07g020960.2.1	SL2.50ch07	15040089	15044408	3.76657454355004
Solyc07g022880.2.1	SL2.50ch07	23195258	23198091	3.61250349330858
Solyc07g023990.1.1	SL2.50ch07	23736737	23738668	4.30893521658753
Solyc07g026710.1.1	SL2.50ch07	30496008	30496163	5.46394534957689
Solyc07g026860.2.1	SL2.50ch07	32081630	32083162	5.6272099921236
Solyc07g032080.2.1	SL2.50ch07	34992439	35005462	3.97822356311693
Solyc07g040710.2.1	SL2.50ch07	49418152	49420422	-4.8207341847835
Solyc07g042230.1.1	SL2.50ch07	55291928	55292431	-6.615914392895
Solyc07g042520.2.1	SL2.50ch07	55816657	55820439	4.35035215798773
Solyc07g042540.2.1	SL2.50ch07	55894703	55895633	-4.8207341847835
Solyc07g043000.2.1	SL2.50ch07	56543545	56544716	5.21648590168722
Solyc07g043100.1.1	SL2.50ch07	56641805	56643211	4.69299341116894
Solyc07g043110.1.1	SL2.50ch07	56699306	56700745	5.60657865935147
Solyc07g043630.1.1	SL2.50ch07	57582015	57583893	3.5830972260123
Solyc07g043680.2.1	SL2.50ch07	57645784	57648294	4.95934415816142
Solyc07g047640.2.1	SL2.50ch07	58874667	58875961	-4.31823384425431
Solyc07g048060.1.1	SL2.50ch07	59240449	59240964	-3.8487485609531
Solyc07g049320.2.1	SL2.50ch07	59577408	59581995	3.66394487865845
Solyc07g052480.2.1	SL2.50ch07	60970926	60973492	4.82048314629086
Solyc07g052510.2.1	SL2.50ch07	61020110	61021912	6.60323521627709
Solyc07g052620.1.1	SL2.50ch07	61085426	61085818	4.45655321534686
Solyc07g053540.1.1	SL2.50ch07	61961766	61962509	3.86028625813001
Solyc07g054800.1.1	SL2.50ch07	62987429	62987680	3.7505444337311
Solyc07g054860.1.1	SL2.50ch07	63043532	63045046	5.16154641977479
Solyc07g054930.2.1	SL2.50ch07	63078709	63080901	5.11787317449635
Solyc07g055990.2.1	SL2.50ch07	63891570	63893537	-5.41696779783967
Solyc07g056210.2.1	SL2.50ch07	64055352	64056480	-4.2183002407489
Solyc07g056510.2.1	SL2.50ch07	64308885	64310376	-5.38236418167403
Solyc07g062210.2.1	SL2.50ch07	65008011	65011370	3.86664149865397
Solyc07g062710.2.1	SL2.50ch07	65395090	65396959	3.6590460792456
Solyc07g063210.2.1	SL2.50ch07	65741505	65743455	-5.12711462054288
Solyc07g063690.1.1	SL2.50ch07	66088302	66088643	4.50704298580055
Solyc07g064240.2.1	SL2.50ch07	66463422	66464923	4.1707876612922
Solyc07g065110.1.1	SL2.50ch07	67007224	67007538	3.74708611395868
Solyc07g066110.1.1	SL2.50ch07	67625178	67626761	-4.31823384425431
Solyc08g005120.2.1	SL2.50ch08	75245	78275	-5.05287063236055
Solyc08g005360.1.1	SL2.50ch08	276132	277476	-8.15953609823525
Solyc08g005580.2.1	SL2.50ch08	438143	441206	4.14937170582868
Solyc08g005660.1.1	SL2.50ch08	515980	517705	5.60835866579675
Solyc08g005890.2.1	SL2.50ch08	681340	683496	-4.01867356239541
Solyc08g005950.2.1	SL2.50ch08	719428	722220	-5.11793519376848
Solyc08g006760.2.1	SL2.50ch08	1330546	1333159	-3.38777477750739
Solyc08g006770.2.1	SL2.50ch08	1336526	1338769	-5.12307929439568
Solyc08g007430.1.1	SL2.50ch08	1993266	1997895	-3.90319634497547
Solyc08g007770.2.1	SL2.50ch08	2287091	2290348	-4.37021509900792
Solyc08g007830.1.1	SL2.50ch08	2339009	2339698	-3.67717678146223
Solyc08g007840.1.1	SL2.50ch08	2350901	2351573	-8.85221241625667
Solyc08g008200.1.1	SL2.50ch08	2658313	2661038	4.57050940464395
Solyc08g008430.2.1	SL2.50ch08	2841836	2843953	-4.54062626559076
Solyc08g014000.2.1	SL2.50ch08	3516113	3522693	-4.98740934887855
Solyc08g014030.1.1	SL2.50ch08	3631250	3632506	4.98782784517403
Solyc08g015640.1.1	SL2.50ch08	5189098	5189274	-4.54062626559076
Solyc08g015680.1.1	SL2.50ch08	5220879	5226421	5.70967215231557
Solyc08g016190.2.1	SL2.50ch08	7016498	7018858	-5.08914677034386
Solyc08g016200.2.1	SL2.50ch08	7028576	7029454	-4.25111964839578
Solyc08g016270.1.1	SL2.50ch08	7142039	7146269	-4.2541035068346
Solyc08g016410.1.1	SL2.50ch08	7526815	7527252	-5.148308842812
Solyc08g016440.2.1	SL2.50ch08	7582854	7585244	-6.33615575225158
Solyc08g016520.1.1	SL2.50ch08	7733936	7734106	-5.64016193914167
Solyc08g016680.1.1	SL2.50ch08	8495124	8495637	4.92017089507076
Solyc08g036660.2.1	SL2.50ch08	10476049	10477693	-4.44376472633817
Solyc08g044510.2.1	SL2.50ch08	19652749	19668778	4.44331738819017
Solyc08g044360.1.1	SL2.50ch08	21420039	21430690	-5.19270296217045
Solyc08g044280.1.1	SL2.50ch08	22244151	22244345	-3.38534804011285
Solyc08g044230.1.1	SL2.50ch08	22488130	22488285	-5.33061756871015
Solyc08g041930.1.1	SL2.50ch08	25116845	25117006	3.76922899699603
Solyc08g023590.2.1	SL2.50ch08	27188856	27194211	-4.43371106167425
Solyc08g023580.2.1	SL2.50ch08	27200939	27203894	-5.54062626559076
Solyc08g023570.1.1	SL2.50ch08	27209747	27210356	-6.64016193914167
Solyc08g023560.2.1	SL2.50ch08	27225601	27233026	-4.56334634209085
Solyc08g023540.1.1	SL2.50ch08	27475883	27476224	-4.64016193914167
Solyc08g023530.1.1	SL2.50ch08	27492983	27493201	-4.62079661427475
Solyc08g022090.1.1	SL2.50ch08	32465188	32465370	-3.73327134353316
Solyc08g022060.1.1	SL2.50ch08	33117065	33117277	-5.34798118764836
Solyc08g029240.2.1	SL2.50ch08	37332243	37332497	-4.79216503258672
Solyc08g028970.2.1	SL2.50ch08	39021740	39022868	-6.90319634497547
Solyc08g061010.2.1	SL2.50ch08	46387674	46388979	-4.46119179809636
Solyc08g061210.2.1	SL2.50ch08	47889314	47890204	-3.98119885697674
Solyc08g062200.1.1	SL2.50ch08	50697778	50701406	4.35419149771719
Solyc08g062290.2.1	SL2.50ch08	50844403	50850329	-4.92591642147555
Solyc08g062370.2.1	SL2.50ch08	50962093	50962983	3.92623811055305
Solyc08g062760.1.1	SL2.50ch08	51861525	51862064	4.60657865935147
Solyc08g062870.1.1	SL2.50ch08	52257383	52257574	-3.90319634497547
Solyc08g063050.2.1	SL2.50ch08	52594917	52602481	-4.44880132079388
Solyc08g065310.2.1	SL2.50ch08	53218238	53222145	-4.47507820076886
Solyc08g065600.1.1	SL2.50ch08	53743806	53747252	3.57311590045842
Solyc08g065630.1.1	SL2.50ch08	53823317	53832905	3.91058484624157
Solyc08g065800.1.1	SL2.50ch08	54105792	54108635	-3.77509151922778
Solyc08g066290.2.1	SL2.50ch08	54789572	54790684	-5.22512443986283
Solyc08g066810.2.1	SL2.50ch08	55662984	55666507	3.72616027510415
Solyc08g067180.2.1	SL2.50ch08	56155346	56156822	3.86167524576063
Solyc08g067320.1.1	SL2.50ch08	56387815	56388090	6.27652750084183
Solyc08g067330.1.1	SL2.50ch08	56388147	56388443	5.43197066502556
Solyc08g067370.1.1	SL2.50ch08	56414291	56415589	4.17112970004966
Solyc08g067440.1.1	SL2.50ch08	56482053	56485435	5.13709337605025
Solyc08g067500.1.1	SL2.50ch08	56511766	56512137	4.93915399843834
Solyc08g067510.1.1	SL2.50ch08	56518886	56519254	5.89426254093963
Solyc08g068130.1.1	SL2.50ch08	57215969	57216439	5.6231806266886
Solyc08g068280.1.1	SL2.50ch08	57370121	57370855	-4.44947837753257
Solyc08g068390.2.1	SL2.50ch08	57515940	57520831	-3.71461188830156
Solyc08g068640.2.1	SL2.50ch08	57774707	57776533	3.62867243020208
Solyc08g068770.1.1	SL2.50ch08	57898928	57899656	-3.68080392363902
Solyc08g069040.2.1	SL2.50ch08	58125521	58127215	4.34994202471583
Solyc08g069220.1.1	SL2.50ch08	58273192	58273977	5.77979823870621
Solyc08g074230.1.1	SL2.50ch08	58351263	58354435	6.70135688410357
Solyc08g074620.1.1	SL2.50ch08	58745248	58747011	-3.74946551534853
Solyc08g074680.2.1	SL2.50ch08	58829940	58842590	3.77722750559392
Solyc08g074810.1.1	SL2.50ch08	58950745	58951486	-3.53077847963441
Solyc08g074890.2.1	SL2.50ch08	59039775	59040553	-5.03263728376843
Solyc08g074910.2.1	SL2.50ch08	59055568	59058062	-5.2223738288468
Solyc08g074970.1.1	SL2.50ch08	59103563	59105008	3.851691157188
Solyc08g074980.2.1	SL2.50ch08	59107456	59110440	-4.68323066103356
Solyc08g075000.2.1	SL2.50ch08	59136755	59138538	-6.22512443986283
Solyc08g075060.2.1	SL2.50ch08	59224129	59226990	-3.54062626559076
Solyc08g075260.1.1	SL2.50ch08	59379221	59379586	3.79029061252386
Solyc08g075270.1.1	SL2.50ch08	59379630	59380283	4.97408778854773
Solyc08g075480.2.1	SL2.50ch08	59627153	59629023	3.6590460792456
Solyc08g075550.2.1	SL2.50ch08	59715930	59718727	-5.23577168406234
Solyc08g075610.1.1	SL2.50ch08	59755523	59759437	-4.31823384425431
Solyc08g075780.2.1	SL2.50ch08	59894353	59897186	-5.02015249132132
Solyc08g075820.2.1	SL2.50ch08	59913997	59918193	-3.49880608989614
Solyc08g075880.2.1	SL2.50ch08	59967149	59968844	4.92494013921864
Solyc08g075930.2.1	SL2.50ch08	60007960	60010619	-4.48815884569662
Solyc08g075940.2.1	SL2.50ch08	60011561	60021966	-3.39730541524552
Solyc08g076250.1.1	SL2.50ch08	60252381	60254194	4.14421461350657
Solyc08g076890.2.1	SL2.50ch08	60822031	60823197	4.66475973043999
Solyc08g077410.2.1	SL2.50ch08	61273893	61275489	3.91058484624157
Solyc08g078290.1.1	SL2.50ch08	62097206	62098678	5.39601167341181
Solyc08g078680.2.1	SL2.50ch08	62459928	62463228	3.88143850058205
Solyc08g078940.1.1	SL2.50ch08	62591521	62591934	4.70967215231558
Solyc08g079030.2.1	SL2.50ch08	62678908	62683011	4.45655321534686
Solyc08g079200.1.1	SL2.50ch08	62823262	62823669	5.04316168891158
Solyc08g079730.1.1	SL2.50ch08	63218398	63219840	5.32201109196804
Solyc08g079880.1.1	SL2.50ch08	63314759	63317023	4.6633334376487
Solyc08g079890.1.1	SL2.50ch08	63319867	63322107	5.23251294112893
Solyc08g080600.1.1	SL2.50ch08	63849380	63849607	3.91418708292177
Solyc08g080610.1.1	SL2.50ch08	63852805	63853299	4.31237132202256
Solyc08g080630.2.1	SL2.50ch08	63880194	63882176	3.69838235301975
Solyc08g080640.1.1	SL2.50ch08	63882109	63882852	4.69137558645116
Solyc08g081620.2.1	SL2.50ch08	64611928	64615480	5.32201109196803
Solyc08g081850.1.1	SL2.50ch08	64796303	64797229	4.2890964694953
Solyc08g082380.1.1	SL2.50ch08	65208897	65209325	-3.67187079886902
Solyc08g082600.1.1	SL2.50ch08	65322420	65323737	-7.12558876631192
Solyc08g082630.2.1	SL2.50ch08	65361536	65365812	-3.49226324402936
Solyc08g083170.1.1	SL2.50ch08	65712232	65713395	-3.73327134353315
Solyc08g083220.1.1	SL2.50ch08	65749588	65750346	3.95322918365006
Solyc09g005400.2.1	SL2.50ch09	296718	297754	3.851691157188
Solyc09g005560.2.1	SL2.50ch09	386228	387708	-6.07566354098024
Solyc09g005830.1.1	SL2.50ch09	572674	574590	-3.47023693769937
Solyc09g007650.1.1	SL2.50ch09	1212465	1213208	5.74650892049594
Solyc09g008380.2.1	SL2.50ch09	1844382	1849775	4.06892187340867
Solyc09g008430.2.1	SL2.50ch09	1876963	1881169	3.63928282442418
Solyc09g008530.1.1	SL2.50ch09	2020056	2027165	3.72616027510415
Solyc09g008860.2.1	SL2.50ch09	2279079	2281897	4.48874216905761
Solyc09g009250.2.1	SL2.50ch09	2634459	2637947	3.65043294894089
Solyc09g009550.2.1	SL2.50ch09	2960891	2963265	4.37525311324501
Solyc09g010220.2.1	SL2.50ch09	3606323	3611596	4.94855269644059
Solyc09g010680.2.1	SL2.50ch09	3999004	4000745	5.08690761888203
Solyc09g010990.2.1	SL2.50ch09	4344657	4347241	4.30381797520206
Solyc09g011710.2.1	SL2.50ch09	4976527	4978000	3.74349640104491
Solyc09g011750.2.1	SL2.50ch09	5045721	5050019	5.3198399929264
Solyc09g011870.1.1	SL2.50ch09	5152436	5153608	-3.63659532412149
Solyc09g014200.1.1	SL2.50ch09	5702021	5703424	4.19746599402973
Solyc09g014240.2.1	SL2.50ch09	5730476	5734045	3.75766546502936
Solyc09g014460.1.1	SL2.50ch09	6071388	6071960	4.42323314214683
Solyc09g014470.1.1	SL2.50ch09	6072032	6074444	5.30564764575914
Solyc09g014480.1.1	SL2.50ch09	6096749	6097756	4.04331122972963
Solyc09g014580.2.1	SL2.50ch09	6221354	6222253	4.59465549197565
Solyc09g018150.1.1	SL2.50ch09	13307469	13310066	6.1675954644476
Solyc09g018960.2.1	SL2.50ch09	17739610	17753558	4.3552014347839
Solyc09g042780.2.1	SL2.50ch09	25754740	25757450	4.89608527654646
Solyc09g048980.2.1	SL2.50ch09	34642848	34644606	5.11221870741122
Solyc09g055990.1.1	SL2.50ch09	46622400	46627816	4.08690761888203
Solyc09g056010.1.1	SL2.50ch09	46658691	46658943	5.31657720591741
Solyc09g056180.2.1	SL2.50ch09	47329986	47333574	4.84415748450259
Solyc09g057760.2.1	SL2.50ch09	50493694	50495979	-4.96593210032344
Solyc09g065420.2.1	SL2.50ch09	63529044	63530269	-4.56933756223229
Solyc09g066360.1.1	SL2.50ch09	64794040	64794621	-3.60774046144929
Solyc09g072690.1.1	SL2.50ch09	65307016	65308722	3.87553789914237
Solyc09g074290.1.1	SL2.50ch09	66082539	66083963	-4.62635613961665
Solyc09g074350.1.1	SL2.50ch09	66148790	66149299	-3.50771164311803
Solyc09g074530.2.1	SL2.50ch09	66359944	66361494	4.53351519716175
Solyc09g074570.1.1	SL2.50ch09	66385499	66385819	5.26672865646685
Solyc09g074780.2.1	SL2.50ch09	66588285	66592061	-3.44947837753257
Solyc09g075330.2.1	SL2.50ch09	67043296	67045296	-4.89246993838241
Solyc09g082290.2.1	SL2.50ch09	68065412	68068214	-3.38179897303178
Solyc09g082600.1.1	SL2.50ch09	68331029	68332855	-3.83760800334789
Solyc09g082760.2.1	SL2.50ch09	68439413	68443735	4.39348579875278
Solyc09g089490.2.1	SL2.50ch09	69207347	69208204	4.34354425351767
Solyc09g089520.2.1	SL2.50ch09	69225548	69226271	4.51465616991043
Solyc09g089740.2.1	SL2.50ch09	69455419	69457146	4.42995900533515
Solyc09g089750.1.1	SL2.50ch09	69457071	69457223	5.93915399843834
Solyc09g089980.1.1	SL2.50ch09	69575417	69576118	-3.54062626559076
Solyc09g090300.2.1	SL2.50ch09	69829740	69832064	3.75858175279652
Solyc09g090600.2.1	SL2.50ch09	70069444	70071164	5.98782784517403
Solyc09g090990.2.1	SL2.50ch09	70355642	70357036	-3.61779412611322
Solyc09g091390.2.1	SL2.50ch09	70675620	70676632	4.09961867063159
Solyc09g091530.1.1	SL2.50ch09	70787703	70790163	-4.73327134353316
Solyc09g092300.2.1	SL2.50ch09	71433626	71436387	3.88731506691872
Solyc09g092690.2.1	SL2.50ch09	71655965	71660222	-4.28216458954679
Solyc09g092720.2.1	SL2.50ch09	71664309	71671893	4.15918395866751
Solyc09g092760.2.1	SL2.50ch09	71682264	71683481	3.6900763158843
Solyc09g097890.2.1	SL2.50ch09	71887728	71889958	5.52411649915949
Solyc09g098430.2.1	SL2.50ch09	72240620	72241281	-4.05519943842052
Solyc09g098510.2.1	SL2.50ch09	72303465	72308489	4.76875745097421
Solyc09g025230.2.1	SL2.50ch09	72407455	72409462	4.2890964694953
Solyc10g005120.1.1	SL2.50ch10	104397	108110	4.75322851830231
Solyc10g005320.2.1	SL2.50ch10	234474	236768	-5.98119885697675
Solyc10g005450.1.1	SL2.50ch10	329254	332201	-3.80962222966327
Solyc10g005740.1.1	SL2.50ch10	594548	599358	4.13709337605025
Solyc10g006740.2.1	SL2.50ch10	1199169	1200625	3.98097417413296
Solyc10g006920.2.1	SL2.50ch10	1351502	1353880	5.40628000886563
Solyc10g007640.2.1	SL2.50ch10	1923371	1924974	4.77452329666554
Solyc10g007820.2.1	SL2.50ch10	2035172	2037647	4.06114452281695
Solyc10g008250.1.1	SL2.50ch10	2368847	2370260	-4.27759185975697
Solyc10g008440.2.1	SL2.50ch10	2557079	2559825	5.46148551088909
Solyc10g008700.1.1	SL2.50ch10	2769233	2770973	3.75858175279652
Solyc10g008710.2.1	SL2.50ch10	2775631	2779084	5.94999323079981
Solyc10g008860.1.1	SL2.50ch10	2907643	2909013	6.01186818207875
Solyc10g009150.2.1	SL2.50ch10	3151104	3152540	4.82951621390463
Solyc10g009610.1.1	SL2.50ch10	3746232	3750474	-3.44376472633817
Solyc10g011680.2.1	SL2.50ch10	3938645	3939176	4.86664149865397
Solyc10g012320.1.1	SL2.50ch10	4969596	4970191	3.96716837460794
Solyc10g017620.2.1	SL2.50ch10	5596244	5599445	-4.73327134353315
Solyc10g018640.1.1	SL2.50ch10	8977925	8978584	5.42659999324523
Solyc10g024330.1.1	SL2.50ch10	13503977	13508142	4.07408357852445
Solyc10g037910.1.1	SL2.50ch10	17946306	17950414	3.72381633463584
Solyc10g039370.1.1	SL2.50ch10	21456772	21458984	3.6590460792456
Solyc10g044820.1.1	SL2.50ch10	28232736	28232942	3.79029061252386
Solyc10g045610.1.1	SL2.50ch10	34848455	34848871	3.57216862856564
Solyc10g049580.1.1	SL2.50ch10	46166305	46168162	4.49601643981059
Solyc10g049780.1.1	SL2.50ch10	46826241	46827561	3.69299341116895
Solyc10g050510.1.1	SL2.50ch10	49916236	49916406	3.81053383243124
Solyc10g050970.1.1	SL2.50ch10	51274679	51275350	-4.2987112859895
Solyc10g051230.1.1	SL2.50ch10	51813752	51813901	-4.73327134353315
Solyc10g051240.1.1	SL2.50ch10	51813964	51814158	-3.54062626559076
Solyc10g052500.1.1	SL2.50ch10	52838758	52840444	3.851691157188
Solyc10g052540.1.1	SL2.50ch10	52916198	52916470	3.65904607924561
Solyc10g052690.1.1	SL2.50ch10	53236390	53241430	4.0480883699915
Solyc10g054800.1.1	SL2.50ch10	55952072	55953225	3.67611959260454
Solyc10g055460.1.1	SL2.50ch10	56799995	56800479	-3.73327134353316
Solyc10g055470.1.1	SL2.50ch10	56817447	56821274	-4.6077404614493
Solyc10g055740.1.1	SL2.50ch10	57311236	57314694	-4.12558876631192
Solyc10g055790.1.1	SL2.50ch10	57408394	57408612	3.61722590355098
Solyc10g074360.1.1	SL2.50ch10	57700740	57701259	7.41647577597153
Solyc10g074400.1.1	SL2.50ch10	57738774	57739374	8.4224955949125
Solyc10g074440.1.1	SL2.50ch10	57908921	57910049	9.05452592117948
Solyc10g074460.1.1	SL2.50ch10	57954087	57956593	9.21626358948386
Solyc10g074730.1.1	SL2.50ch10	58361563	58363319	4.17858550496871
Solyc10g076530.1.1	SL2.50ch10	59515072	59517152	5.98782784517402
Solyc10g076720.1.1	SL2.50ch10	59675393	59676293	4.90769656691674
Solyc10g076730.1.1	SL2.50ch10	59681034	59681666	4.23635500742332
Solyc10g076830.1.1	SL2.50ch10	59799189	59801585	6.08690761888203
Solyc10g076880.1.1	SL2.50ch10	59862547	59863282	5.51465616991043
Solyc10g076960.1.1	SL2.50ch10	59909323	59911581	-5.00628983793957
Solyc10g078220.1.1	SL2.50ch10	60074003	60076372	-3.9556637648696
Solyc10g078700.1.1	SL2.50ch10	60429506	60434196	3.86581497612154
Solyc10g079380.1.1	SL2.50ch10	60929877	60931188	-4.43371106167425
Solyc10g079530.1.1	SL2.50ch10	61060632	61062218	3.96716837460794
Solyc10g079860.1.1	SL2.50ch10	61330016	61331173	4.17041580419731
Solyc10g080340.1.1	SL2.50ch10	61618450	61621887	4.24400857996676
Solyc10g080920.1.1	SL2.50ch10	62102163	62103898	5.48589717692901
Solyc10g081560.1.1	SL2.50ch10	62603053	62605782	-4.4049951561736
Solyc10g081770.1.1	SL2.50ch10	62771278	62774496	4.43665365790915
Solyc10g083300.1.1	SL2.50ch10	63123100	63127293	5.91658358686301
Solyc10g083370.1.1	SL2.50ch10	63206488	63209077	-3.64016193914167
Solyc10g083380.1.1	SL2.50ch10	63209641	63211187	-4.44461113002387
Solyc10g083850.1.1	SL2.50ch10	63584488	63591862	3.97408778854772
Solyc10g083890.1.1	SL2.50ch10	63608951	63612023	7.00143827669268
Solyc10g084020.1.1	SL2.50ch10	63687878	63688273	-4.60774046144929
Solyc10g084170.1.1	SL2.50ch10	63832179	63832691	-3.40904900743998
Solyc10g084320.1.1	SL2.50ch10	63916061	63918376	3.5578993557887
Solyc10g084560.1.1	SL2.50ch10	64031977	64033770	3.79029061252386
Solyc10g087010.1.1	SL2.50ch10	64036715	64039284	-3.89724707864428
Solyc10g087030.1.1	SL2.50ch10	64044946	64047747	-5.91012598531914
Solyc10g084740.1.1	SL2.50ch10	64153980	64159492	-5.28786019521079
Solyc10g084840.1.1	SL2.50ch10	64233160	64234043	5.0149215060563
Solyc10g085500.1.1	SL2.50ch10	64654040	64656150	-5.47281088136319
Solyc10g085670.1.1	SL2.50ch10	64774341	64779799	6.07408357852445
Solyc10g086030.1.1	SL2.50ch10	65010017	65012925	5.84751064124948
Solyc10g086380.1.1	SL2.50ch10	65222229	65223770	-4.53559067569346
Solyc10g086640.1.1	SL2.50ch10	65415388	65418397	4.42995900533515
Solyc10g086650.1.1	SL2.50ch10	65428957	65430567	4.9147009547138
Solyc10g086680.1.1	SL2.50ch10	65452864	65453568	3.5886567513542
Solyc10g086770.1.1	SL2.50ch10	65492095	65492959	5.26531908621218
Solyc10g086780.1.1	SL2.50ch10	65501792	65504213	-3.75993929399524
Solyc10g068350.1.1	SL2.50ch10	65525076	65525336	7.64610702353811
Solyc11g005160.1.1	SL2.50ch11	143580	144929	3.74246208743324
Solyc11g005300.1.1	SL2.50ch11	242422	243084	4.58865675135421
Solyc11g005350.1.1	SL2.50ch11	274195	279749	5.2779559118901
Solyc11g005480.1.1	SL2.50ch11	380298	381152	5.77208218772291
Solyc11g006640.1.1	SL2.50ch11	1242256	1245275	4.60657865935147
Solyc11g008440.1.1	SL2.50ch11	2646308	2649734	5.43163558314253
Solyc11g008490.1.1	SL2.50ch11	2668081	2673243	-3.65526883153188
Solyc11g008600.1.1	SL2.50ch11	2789140	2789544	-7.05519943842052
Solyc11g010130.1.1	SL2.50ch11	3248812	3250073	6.57050940464395
Solyc11g011340.1.1	SL2.50ch11	4388046	4390568	-5.15152555549554
Solyc11g011570.1.1	SL2.50ch11	4638052	4639160	-3.8487485609531
Solyc11g011590.1.1	SL2.50ch11	4649132	4650450	4.74246208743325
Solyc11g011640.1.1	SL2.50ch11	4691662	4692108	4.60062939302028
Solyc11g011700.1.1	SL2.50ch11	4705393	4708103	4.60657865935147
Solyc11g011730.1.1	SL2.50ch11	4711338	4711784	5.70135688410357
Solyc11g011870.1.1	SL2.50ch11	4812501	4815269	6.10593244456378
Solyc11g012300.1.1	SL2.50ch11	5151946	5153449	4.04808836999151
Solyc11g012420.1.1	SL2.50ch11	5262685	5264885	-4.29064801258241
Solyc11g012560.1.1	SL2.50ch11	5372792	5373607	3.6590460792456
Solyc11g012690.1.1	SL2.50ch11	5459447	5461470	4.77452329666554
Solyc11g012980.1.1	SL2.50ch11	5825005	5825664	-4.83045588626653
Solyc11g013160.1.1	SL2.50ch11	6020897	6021126	7.16558193300994
Solyc11g013450.1.1	SL2.50ch11	6470193	6472721	4.39601167341181
Solyc11g021020.1.1	SL2.50ch11	13195204	13195581	-5.49482257597764
Solyc11g021060.1.1	SL2.50ch11	13312553	13313384	4.29765631708249
Solyc11g027790.1.1	SL2.50ch11	18738319	18738510	4.36091336037759
Solyc11g042580.1.1	SL2.50ch11	35837852	35838343	-5.43371106167425
Solyc11g056680.1.1	SL2.50ch11	47406482	47407576	3.95020495282376
Solyc11g063590.1.1	SL2.50ch11	49638424	49639056	3.72616027510415
Solyc11g066010.1.1	SL2.50ch11	51646659	51649545	3.84163749252408
Solyc11g066130.1.1	SL2.50ch11	51806855	51807613	3.60380538778865
Solyc11g066490.1.1	SL2.50ch11	52243787	52244413	5.23251294112893
Solyc11g066950.1.1	SL2.50ch11	52739208	52740377	5.6504329489409
Solyc11g067190.1.1	SL2.50ch11	52941789	52947166	-3.9357642074319
Solyc11g068850.1.1	SL2.50ch11	53446136	53447461	-4.37712753330788
Solyc11g068920.1.1	SL2.50ch11	53482855	53484069	-3.95566376486961
Solyc11g068940.1.1	SL2.50ch11	53492962	53494233	-4.31823384425432
Solyc11g069250.1.1	SL2.50ch11	53883444	53885301	3.76657454355005
Solyc11g069640.1.1	SL2.50ch11	54271866	54274489	5.08264559202787
Solyc11g069880.1.1	SL2.50ch11	54492326	54492964	6.7431373484055
Solyc11g071350.1.1	SL2.50ch11	54861778	54864873	-4.29961816608697
Solyc11g071560.1.1	SL2.50ch11	54984205	54985643	4.0480883699915
Solyc11g071740.1.1	SL2.50ch11	55137762	55138367	-4.09922406231252
Solyc11g073030.1.1	SL2.50ch11	56158392	56158778	-3.62635613961665
Solyc11g073060.1.1	SL2.50ch11	56172037	56172501	-4.14565438936602
Solyc12g005000.1.1	SL2.50ch12	1065	1337	-4.73327134353316
Solyc12g005300.1.1	SL2.50ch12	184250	186621	5.00931879982692
Solyc12g005320.1.1	SL2.50ch12	203352	206852	-5.25683329959017
Solyc12g005620.1.1	SL2.50ch12	329993	331726	3.96716837460794
Solyc12g005700.1.1	SL2.50ch12	375090	377006	5.04808836999151
Solyc12g005720.1.1	SL2.50ch12	382632	383354	-3.66062604170139
Solyc12g006140.1.1	SL2.50ch12	693217	694582	3.82223350502661
